barra,tension_kv,zona_geografica,contexto_topologico,tipo_contexto,rol_evidencia,resumen_contexto,estres_nodal,prioridad_operativa,prioridad_operativa_p90,ranking_estres_nodal,ranking_prioridad_operativa,score_revision,prioridad,robustez,dependencia_criterio,score_estabilidad,meses_top20_mensual,share_top20_mensual,zona_mensual,lectura_zona_mensual,soporte_evidencia,driver_principal,persistencia,meses_prioridad,meses_seguimiento,meses_score,cobertura_analitica,meses_fuente_coes,meses_observados,nota_cobertura,primer_mes,ultimo_mes,estado_publicacion,accion_recomendada,limite_interpretacion
GUADALUPE 60,60.0,Contexto geográfico pendiente de validación pública,LT GUADALUPE-CEMENTOS PACASMAYO,línea/corredor de transmisión,Subestación o activo oficial,"LT GUADALUPE-CEMENTOS PACASMAYO a 60.0 kV cuenta con contexto oficial de línea/corredor de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",68.44,60.76,85.73,26,23,69.15,Señal condicionada,Baja dependencia,Baja dependencia,94.71714771595774,14,0.389,Zona mensual frecuente,"Aparece con frecuencia en la zona ejecutiva mensual; conviene revisar recurrencia, contrato y contexto industrial.",A,Nivel de precio,Recurrente,8,16,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
AZANGARO 138,138.0,Contexto geográfico pendiente de validación pública,AZANGARO,Subestación de transmisión,Alias COES cerrado con evidencia,AZANGARO a 138.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,65.66,59.22,87.95,41,39,69.08,Señal condicionada,Baja dependencia,Baja dependencia,89.96511249006363,10,0.278,Zona mensual frecuente,"Aparece con frecuencia en la zona ejecutiva mensual; conviene revisar recurrencia, contrato y contexto industrial.",A,Nivel de precio,Recurrente,8,15,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
PUCALLPA 60,60.0,Contexto geográfico pendiente de validación pública,PUCALLPA,Subestación de transmisión,Subestación o activo oficial,"PUCALLPA a 60.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",64.36,59.27,82.0,47,38,68.95,Señal condicionada,Baja dependencia,Baja dependencia,90.4285814496704,9,0.25,Zona mensual frecuente,"Aparece con frecuencia en la zona ejecutiva mensual; conviene revisar recurrencia, contrato y contexto industrial.",A,Nivel de precio,Recurrente,5,17,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
PUNO 220,220.0,Contexto geográfico pendiente de validación pública,PUNO,Subestación de transmisión,Alias COES cerrado con evidencia,PUNO a 220.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,66.51,59.97,86.19,38,29,68.94,Señal condicionada,Baja dependencia,Baja dependencia,91.13930911780432,8,0.222,Zona mensual frecuente,"Aparece con frecuencia en la zona ejecutiva mensual; conviene revisar recurrencia, contrato y contexto industrial.",A,Nivel de precio,Recurrente,8,15,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CHICLAYO 220,220.0,Contexto geográfico pendiente de validación pública,CHICLAYO OESTE,Subestación de transmisión,Subestación o activo oficial,"CHICLAYO OESTE a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",67.94,60.58,84.96,27,26,68.83,Señal condicionada,Baja dependencia,Baja dependencia,94.18955779153332,13,0.361,Zona mensual frecuente,"Aparece con frecuencia en la zona ejecutiva mensual; conviene revisar recurrencia, contrato y contexto industrial.",A,Nivel de precio,Persistente,9,16,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CT PLANTA PUCALLPA 60,60.0,Contexto geográfico pendiente de validación pública,S.E. C.T. PUCALLPA,Generación local o subtransmisión,Alias COES cerrado con evidencia,S.E. C.T. PUCALLPA a 60.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,64.29,59.18,81.67,48,40,68.79,Señal condicionada,Baja dependencia,Baja dependencia,90.08751808632812,7,0.194,Zona mensual episodica,Entra en la zona ejecutiva algunos meses; se interpreta como episodio o sensibilidad temporal.,A,Nivel de precio,Recurrente,5,17,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
VALLE DEL CHIRA 220,220.0,Contexto geográfico pendiente de validación pública,VALLE DEL CHIRA,Subestación de transmisión,Subestación o activo oficial,"VALLE DEL CHIRA a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",72.58,60.11,83.81,11,28,68.71,Señal condicionada,Baja dependencia,Baja dependencia,95.58181304262598,10,0.714,Zona mensual frecuente,"Aparece con frecuencia en la zona ejecutiva mensual; conviene revisar recurrencia, contrato y contexto industrial.",A,Nivel de precio,Episódica,3,6,14,Cobertura analitica parcial,36,14,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
TOQUEPALA 138,138.0,Contexto geográfico pendiente de validación pública,TOQUEPALA,Subestación de transmisión,Subestación o activo oficial,"TOQUEPALA a 138.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",66.68,59.95,83.76,36,30,68.65,Señal condicionada,Baja dependencia,Baja dependencia,91.86412576336288,8,0.222,Zona mensual frecuente,"Aparece con frecuencia en la zona ejecutiva mensual; conviene revisar recurrencia, contrato y contexto industrial.",A,Nivel de precio,Recurrente,8,16,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
ILO ELP 138,138.0,Contexto geográfico pendiente de validación pública,ILO ELP / ILO ELS,Subestación de transmisión,Alias COES cerrado con evidencia,ILO ELP / ILO ELS a 138.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,66.08,59.47,84.85,40,36,68.63,Señal condicionada,Baja dependencia,Baja dependencia,90.87584647297612,7,0.194,Zona mensual episodica,Entra en la zona ejecutiva algunos meses; se interpreta como episodio o sensibilidad temporal.,A,Nivel de precio,Recurrente,7,16,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CACLIC 220,220.0,Contexto geográfico pendiente de validación pública,CACLIC,Subestación de transmisión,Subestación o activo oficial,"CACLIC a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",65.66,59.7,84.62,42,32,68.44,Señal condicionada,Baja dependencia,Baja dependencia,91.36250173728172,4,0.111,Zona mensual episodica,Entra en la zona ejecutiva algunos meses; se interpreta como episodio o sensibilidad temporal.,A,Nivel de precio,Recurrente,6,16,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Revisar después de señales prioritarias o cuando sector, contrato o ubicación industrial aumenten su relevancia analítica.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
